185259483,796,92,10,9,16,24,19,14
307990280,316,171,7,14,33,34,41,42
387178621,118,5,0,1,1,2,1,0
300560295,356,1,1,0,0,0,0,0
318185328,837,76,10,9,17,17,7,16
363326796,159,2,0,0,0,0,1,1
73764693,651,0,0,0,0,0,0,0
31273263,328,2,0,0,1,1,0,0
279955276,326,30,5,1,1,6,5,12
144167463,778,369,17,22,80,86,78,86
364325969,380,115,5,10,26,26,25,23
302038263,285,44,8,8,12,6,5,5
176983267,362,195,11,18,49,45,34,38
308751185,377,169,11,13,37,43,38,27
341550561,118,42,2,2,6,11,11,10
140757590,268,18,1,0,2,5,6,4
140084919,174,90,7,7,17,24,19,16
177118376,342,159,9,16,33,44,30,27
388179896,251,22,1,1,5,5,2,8
177308817,225,0,0,0,0,0,0,0
142013583,258,98,10,10,21,25,15,17
31415131,283,48,6,5,14,12,4,7
146530594,618,5,0,0,0,2,1,2
167719897,326,148,14,10,34,28,32,30
391906858,834,486,31,39,97,120,104,95
349911034,318,0,0,0,0,0,0,0
349642881,463,32,0,1,10,11,7,3
150101472,393,33,1,1,4,10,10,7
22221233,813,97,8,7,20,24,27,11
93997745,176,95,8,11,27,23,16,10
177258700,244,25,0,2,6,4,6,7
189639080,747,15,0,2,2,4,1,6
382069441,427,180,11,16,37,40,33,43
349518145,442,10,0,0,2,1,2,5
289801742,816,210,9,13,45,43,48,52
106309554,645,101,9,14,25,18,15,20
468997317,327,13,0,1,4,3,1,4
167005326,280,0,0,0,0,0,0,0
321312438,422,40,1,3,9,6,7,14
450276745,469,96,3,8,24,26,17,18
135244338,649,300,17,26,65,73,66,53
181226974,644,39,1,2,7,10,11,8
5981829,779,167,4,13,40,45,38,27
293081694,714,28,4,1,5,4,8,6
457427613,427,0,0,0,0,0,0,0
167722431,411,174,10,11,39,37,37,40
167692491,353,202,15,12,35,48,45,47
294206967,462,27,1,1,2,6,9,8
228760807,713,141,13,17,38,26,25,22
295885511,85,8,1,1,1,1,2,2
38586438,365,30,5,2,7,7,3,6
398850090,91,5,0,0,1,2,0,2
73177813,646,51,2,5,12,12,12,8
30313682,294,34,6,1,8,8,4,7
308085294,314,0,0,0,0,0,0,0
300293197,330,0,0,0,0,0,0,0
364302118,403,47,3,6,7,7,9,15
272357134,48,0,0,0,0,0,0,0
318986273,412,86,4,13,30,24,13,2
261677352,139,55,3,4,12,15,9,12
355151781,385,178,12,14,33,41,37,41
276935987,307,78,1,8,21,22,13,13
349480507,359,18,0,0,2,2,7,7
72121778,597,30,0,4,6,7,6,7
390549095,415,125,7,8,42,37,16,15
300443831,276,96,6,8,22,24,18,18
167338355,271,65,3,5,17,13,16,11
294784522,272,116,10,10,24,29,22,21
347752831,830,0,0,0,0,0,0,0
149473467,428,46,5,4,14,8,6,9
278822321,469,190,12,16,34,45,44,39
421191260,735,0,0,0,0,0,0,0
229889119,798,82,4,6,19,22,12,19
434515577,798,331,23,28,79,73,63,65
149976187,358,93,3,8,21,23,15,23
33715938,192,0,0,0,0,0,0,0
294092960,478,23,0,4,3,5,7,4
149629043,349,49,3,5,9,11,10,11
93000166,544,30,3,3,5,8,7,4
167891342,417,122,7,11,27,27,24,26
451960523,435,28,1,2,10,10,4,1
107012110,630,0,0,0,0,0,0,0
135050395,672,10,0,2,1,0,4,3
167123437,351,59,5,5,6,17,13,13
23555025,723,0,0,0,0,0,0,0
320228013,395,0,0,0,0,0,0,0
458859193,413,52,4,4,16,14,5,9
391643922,423,9,1,1,1,2,2,2
151826930,655,71,1,6,14,17,13,20
141606986,256,15,1,1,3,6,3,1
260161144,454,44,2,3,11,12,6,10
355152640,358,24,0,1,3,6,7,7
22390773,592,16,0,1,3,2,6,4
279569718,442,20,2,1,3,5,4,5
454013359,683,19,3,2,4,2,2,6
176937887,853,139,5,7,26,35,37,29
349832824,329,53,6,6,14,7,7,13
294261093,302,56,2,5,19,19,6,5
391927558,69,7,0,1,2,1,1,2
350518984,499,5,0,0,4,1,0,0
293109489,774,97,4,7,15,22,21,28
350478924,450,48,5,1,13,14,8,7
423530755,798,27,1,5,8,6,3,4
294273900,433,123,9,12,27,32,21,22
309659126,409,130,9,6,32,26,25,32
157175641,710,157,14,10,39,46,24,24
302043038,190,15,1,1,5,4,2,2
320855910,348,61,3,7,19,16,11,5
405387285,151,0,0,0,0,0,0,0
278988794,450,30,2,2,5,9,5,7
378885645,353,53,3,4,10,10,13,13
103777040,720,152,7,14,31,27,34,39
150361911,345,37,3,5,10,7,3,9
280738935,482,119,4,10,32,38,20,15
294092966,474,16,1,2,3,4,4,2
466323338,404,2,0,0,0,0,0,2
372909935,361,11,0,1,1,3,4,2
382266319,431,46,2,3,9,11,4,17
38462522,334,0,0,0,0,0,0,0
408512382,766,33,0,2,3,10,10,8
231093356,272,31,1,3,3,7,12,5
132298139,531,0,0,0,0,0,0,0
380127556,195,86,5,11,18,17,15,20
32000625,263,41,2,4,6,8,9,12
162305237,639,307,18,30,71,70,58,60
345899523,763,164,8,8,28,41,35,44
165456443,645,28,1,2,8,5,6,6
278861826,485,73,5,10,13,11,15,19
229811538,798,0,0,0,0,0,0,0
458808688,499,0,0,0,0,0,0,0
392113518,247,26,3,2,8,6,4,3
467062613,471,26,0,1,6,7,8,4
321947833,413,7,0,1,5,1,0,0
294191640,619,37,2,2,12,7,7,7
350030939,369,65,3,4,14,17,14,13
181150051,638,45,4,4,10,6,11,10
415783540,811,0,0,0,0,0,0,0
167304040,327,31,3,3,7,3,5,10
137136194,588,19,0,3,6,6,1,3
141975903,204,39,0,1,11,13,8,6
124205037,719,59,2,5,18,16,10,8
307488184,317,10,0,0,2,3,2,3
82580956,182,5,0,0,1,3,0,1
271701447,139,22,0,1,11,8,2,0
141622065,240,28,2,4,8,6,6,2
398763011,249,28,4,1,6,2,8,7
308851582,392,20,0,1,1,3,8,7
260162199,450,108,10,7,26,27,19,19
25078924,341,26,3,5,6,3,1,8
124604724,729,89,4,11,18,23,14,19
381948745,467,56,4,6,14,11,9,12
181159386,654,38,3,4,9,11,8,3
306130391,361,41,5,3,15,5,4,9
220474209,426,64,2,6,12,17,12,15
141766191,251,123,6,9,23,25,32,28
279615979,465,114,6,6,25,30,29,18
176910080,830,67,7,3,16,18,15,8
102764828,595,0,0,0,0,0,0,0
468162834,363,0,0,0,0,0,0,0
142105466,304,118,8,11,22,26,19,32
141127435,257,127,5,11,25,28,26,32
57652994,697,50,1,7,11,8,11,12
266845051,434,233,7,21,62,71,40,32
462267926,498,62,3,4,19,21,10,5
55524055,391,24,0,1,7,7,7,2
307433122,172,0,0,0,0,0,0,0
452500843,37,1,0,0,1,0,0,0
349790953,395,36,7,3,9,6,4,7
150442264,399,30,0,2,7,8,6,7
32449963,782,32,2,2,7,7,8,6
92902951,245,65,2,7,13,10,14,19
467167691,314,173,8,12,47,58,25,23
415873588,777,90,6,7,22,22,19,14
288027491,38,2,0,0,0,0,0,2
141685465,231,18,0,3,3,3,4,5
178859380,639,68,6,3,12,15,14,18
29777922,307,55,1,2,14,15,12,11
55404385,345,37,3,3,12,7,7,5
124282575,695,57,1,2,18,16,11,9
303441920,269,123,8,15,40,29,15,16
