185259483,827,111,7,7,19,30,19,29
307990280,321,188,11,16,34,40,38,49
387178621,124,8,2,0,1,2,2,1
300560295,378,2,0,1,0,0,1,0
318185328,823,87,3,7,19,25,9,24
363326796,179,3,0,1,1,0,0,1
73764693,672,0,0,0,0,0,0,0
31273263,313,4,0,1,2,1,0,0
279955276,293,24,0,0,4,8,8,4
144167463,848,403,20,36,86,85,84,92
364325969,413,96,4,4,22,27,18,21
302038263,279,39,4,2,10,8,7,8
176983267,348,178,13,12,45,36,31,41
308751185,373,177,6,9,34,40,44,44
341550561,87,31,1,1,7,10,7,5
140757590,264,39,4,1,4,7,10,13
140084919,192,97,6,12,15,21,21,22
177118376,345,153,12,13,36,35,29,28
388179896,262,18,2,1,4,6,5,0
177308817,238,1,0,0,1,0,0,0
142013583,239,124,7,15,19,23,30,30
31415131,285,52,1,5,12,10,12,12
146530594,606,12,0,3,5,1,1,2
167719897,332,138,12,7,26,31,29,33
391906858,871,494,34,47,110,100,96,107
349911034,396,0,0,0,0,0,0,0
349642881,463,32,2,2,10,4,4,10
150101472,422,38,1,3,5,10,9,10
22221233,818,140,16,12,29,32,27,24
93997745,191,115,7,11,26,28,21,22
177258700,272,25,2,1,7,6,5,4
189639080,754,16,2,0,1,2,4,7
382069441,440,195,11,17,35,36,47,49
349518145,466,12,1,2,7,2,0,0
289801742,829,203,13,14,38,49,44,45
106309554,667,110,13,12,27,28,19,11
468997317,208,12,2,2,2,3,2,1
167005326,277,0,0,0,0,0,0,0
321312438,218,19,1,3,3,4,5,3
450276745,222,48,1,5,9,14,11,8
135244338,672,309,20,27,67,66,65,64
181226974,687,38,3,2,10,7,6,10
5981829,808,154,11,12,35,32,35,29
293081694,771,35,5,3,7,7,5,8
457427613,230,0,0,0,0,0,0,0
167722431,429,157,8,13,33,36,33,34
167692491,369,198,9,13,41,54,43,38
294206967,448,31,1,3,7,6,7,7
228760807,753,135,12,11,39,28,21,24
295885511,78,9,1,1,2,1,1,3
38586438,359,20,3,2,4,6,5,0
398850090,101,5,1,1,1,1,1,0
73177813,698,45,2,2,10,10,8,13
30313682,358,33,3,2,8,7,6,7
308085294,315,0,0,0,0,0,0,0
300293197,333,0,0,0,0,0,0,0
364302118,380,53,2,7,13,13,10,8
272357134,42,0,0,0,0,0,0,0
318986273,189,28,1,1,7,9,5,5
261677352,166,50,1,7,8,5,15,14
355151781,360,187,12,11,47,46,41,30
276935987,354,73,2,4,18,21,13,15
349480507,343,24,0,1,4,8,3,8
72121778,605,40,1,2,9,10,7,11
390549095,233,70,5,5,22,17,12,9
300443831,339,104,8,6,22,25,24,19
167338355,308,71,2,7,22,16,10,14
294784522,249,102,2,5,26,29,23,17
347752831,841,0,0,0,0,0,0,0
149473467,425,47,2,5,13,9,8,10
278822321,467,177,17,15,38,44,34,29
421191260,753,0,0,0,0,0,0,0
229889119,828,81,7,10,22,16,14,12
434515577,849,345,27,33,82,76,63,64
149976187,387,94,5,10,20,17,23,19
33715938,178,0,0,0,0,0,0,0
294092960,484,45,2,2,4,11,13,13
149629043,383,46,5,5,10,9,7,10
93000166,556,25,0,2,12,6,3,2
167891342,421,128,7,13,27,31,25,25
451960523,233,8,0,0,2,2,3,1
107012110,681,0,0,0,0,0,0,0
135050395,650,10,2,2,2,0,3,1
167123437,392,69,4,8,13,18,10,16
23555025,747,0,0,0,0,0,0,0
320228013,185,0,0,0,0,0,0,0
458859193,207,32,2,5,10,5,6,4
391643922,218,5,0,1,2,2,0,0
151826930,711,99,5,8,20,25,21,20
141606986,253,26,2,1,5,7,6,5
260161144,468,59,4,3,14,15,8,15
355152640,367,22,2,1,1,4,5,9
22390773,622,16,1,4,6,1,0,4
279569718,499,21,2,1,2,4,6,6
454013359,678,21,5,1,5,3,2,5
176937887,830,149,8,12,25,43,31,30
349832824,402,83,6,5,14,20,18,20
294261093,180,27,3,4,10,5,2,3
391927558,90,14,1,2,2,4,4,1
350518984,462,8,0,0,1,2,2,3
293109489,777,117,3,12,21,28,28,25
350478924,479,59,6,5,8,16,9,15
423530755,837,41,0,4,5,15,12,5
294273900,413,124,6,21,30,20,19,28
309659126,445,107,7,10,21,30,19,20
157175641,723,185,15,12,42,44,39,33
302043038,185,11,2,0,5,4,0,0
320855910,216,40,1,4,10,12,4,9
405387285,143,0,0,0,0,0,0,0
278988794,437,25,2,1,6,6,6,4
378885645,170,49,1,0,9,18,14,7
103777040,740,196,17,20,40,40,40,39
150361911,362,41,0,1,6,13,9,12
280738935,249,59,5,7,12,15,11,9
294092966,480,17,2,1,2,4,6,2
466323338,233,4,0,0,0,3,1,0
