185259483,845,116,9,12,28,29,17,21
307990280,349,190,13,15,41,37,40,44
387178621,121,7,1,2,1,1,0,2
300560295,339,4,0,0,0,1,1,2
318185328,835,84,3,10,12,17,22,20
363326796,161,3,0,0,1,1,0,1
73764693,718,0,0,0,0,0,0,0
31273263,306,0,0,0,0,0,0,0
279955276,318,25,1,0,5,7,2,10
144167463,787,382,24,32,81,86,81,78
364325969,384,111,8,10,23,16,23,31
302038263,297,57,4,5,11,11,12,14
176983267,359,176,10,13,30,37,37,49
308751185,382,161,10,15,42,36,30,28
341550561,89,33,4,9,12,3,4,1
140757590,241,40,6,1,13,10,8,2
140084919,144,79,3,11,17,20,14,14
177118376,328,154,9,9,35,44,30,27
388179896,216,13,0,1,3,4,2,3
177308817,232,0,0,0,0,0,0,0
142013583,263,114,13,11,24,28,20,18
31415131,302,77,8,5,19,17,17,11
146530594,624,8,2,1,3,0,0,2
167719897,340,137,5,16,22,35,28,31
391906858,836,505,28,41,109,118,98,111
349911034,361,0,0,0,0,0,0,0
349642881,430,21,1,3,4,5,3,5
150101472,386,40,3,2,6,11,13,5
22221233,802,104,7,10,20,24,25,18
93997745,161,89,5,4,20,26,17,17
177258700,255,38,1,1,7,5,9,15
189639080,764,26,0,2,5,7,2,10
382069441,421,153,5,13,30,34,31,40
349518145,457,4,0,0,2,2,0,0
289801742,811,211,13,15,47,45,44,47
106309554,646,101,1,10,30,25,16,19
468997317,326,28,2,2,5,7,7,5
167005326,261,0,0,0,0,0,0,0
321312438,421,37,0,3,10,6,11,7
450276745,423,100,2,11,26,32,20,9
135244338,673,293,19,28,67,66,56,57
181226974,653,31,3,3,7,8,7,3
5981829,759,168,12,12,44,36,30,34
293081694,776,29,4,3,4,7,4,7
457427613,426,0,0,0,0,0,0,0
167722431,389,146,11,13,32,40,28,22
167692491,371,180,11,20,38,44,34,33
294206967,468,37,1,2,7,5,7,15
228760807,785,134,11,12,30,32,25,24
295885511,90,7,0,2,2,1,0,2
38586438,397,38,2,2,9,13,6,6
398850090,76,5,1,1,0,1,0,2
73177813,633,39,1,6,10,6,5,11
30313682,383,38,5,1,9,9,8,6
308085294,313,0,0,0,0,0,0,0
300293197,312,0,0,0,0,0,0,0
364302118,385,54,3,4,9,7,14,17
272357134,43,0,0,0,0,0,0,0
318986273,390,88,4,12,19,22,19,12
261677352,149,51,2,4,11,11,10,13
355151781,400,218,14,17,38,46,44,59
276935987,300,54,2,2,12,15,13,10
349480507,364,21,2,2,8,2,3,4
72121778,633,12,0,1,2,4,2,3
390549095,414,133,5,15,39,32,20,22
300443831,270,111,6,9,24,25,23,24
167338355,300,60,6,3,14,11,13,13
294784522,291,102,8,12,23,21,18,20
347752831,814,0,0,0,0,0,0,0
149473467,466,67,3,6,12,14,14,18
278822321,469,189,11,17,37,48,41,35
421191260,744,0,0,0,0,0,0,0
229889119,812,90,5,10,17,25,19,14
434515577,778,305,16,28,70,71,58,62
149976187,373,102,3,7,21,26,22,23
33715938,164,0,0,0,0,0,0,0
294092960,485,33,1,1,7,6,8,10
149629043,356,58,2,6,8,14,14,14
93000166,576,14,2,2,2,4,3,1
167891342,397,113,8,9,20,29,17,30
451960523,439,43,0,5,12,12,7,7
107012110,652,0,0,0,0,0,0,0
135050395,692,12,1,1,3,2,2,3
167123437,347,74,8,7,17,18,12,12
23555025,713,0,0,0,0,0,0,0
320228013,386,0,0,0,0,0,0,0
458859193,403,71,2,15,17,14,12,11
391643922,418,28,2,4,8,4,1,9
151826930,696,103,8,12,23,23,18,19
141606986,245,21,1,4,5,3,4,4
260161144,435,37,3,2,8,10,7,7
355152640,381,26,1,0,3,7,7,8
22390773,588,22,1,0,5,6,6,4
279569718,458,19,2,0,3,3,3,8
454013359,653,27,2,5,5,5,5,5
