56,75,200,189,163,178,861
10,27,60,63,66,72,298
19,28,32,37,28,35,179
28,34,80,79,58,69,348
54,73,192,201,178,171,869
19,32,38,39,33,32,193
38,63,154,164,139,142,700
20,26,76,78,67,54,321
24,28,72,76,73,75,348
53,78,190,189,159,166,835
18,31,97,91,69,83,389
22,31,78,83,63,62,339
19,30,77,76,61,60,323
18,31,87,97,84,78,395
14,17,17,19,19,18,104
12,19,60,72,60,67,290
28,38,40,35,24,26,191
24,23,80,86,65,71,349
14,21,61,60,56,58,270
15,25,49,60,42,57,248
19,31,62,60,64,70,306
24,35,89,73,58,63,342
32,53,140,148,122,130,625
26,35,83,89,69,68,370
51,70,193,195,162,174,845
23,35,80,96,88,82,404
33,37,100,106,88,99,463
22,34,84,91,79,75,385
47,75,174,174,150,152,772
24,31,30,39,32,25,181
17,28,67,78,61,61,312
53,68,171,170,151,165,778
27,33,101,110,93,95,459
35,38,90,101,94,93,451
52,75,185,192,176,178,858
39,58,130,143,128,145,643
24,31,32,33,33,31,184
18,30,56,63,65,53,285
46,61,72,72,58,44,353
48,83,91,99,77,54,452
42,57,145,157,131,151,683
44,65,153,150,131,141,684
44,69,182,197,164,169,825
44,66,177,181,158,178,804
63,94,93,91,59,50,450
21,33,96,105,86,85,426
27,34,79,88,73,78,379
21,38,109,115,96,105,484
49,62,156,165,140,158,730
6,17,21,20,18,17,99
25,31,91,82,72,76,377
11,17,20,22,16,17,103
45,58,143,153,140,133,672
20,28,79,80,65,66,338
19,28,64,58,66,79,314
20,26,69,78,59,62,314
19,29,92,93,84,81,398
7,8,7,4,4,8,38
59,87,95,88,60,49,438
22,39,34,29,23,20,167
16,29,86,78,74,85,368
16,21,68,81,76,80,342
29,32,84,85,82,83,395
41,56,133,146,131,134,641
52,83,102,100,67,54,458
20,27,62,68,49,52,278
15,22,75,77,54,68,311
19,24,63,58,54,54,272
47,68,193,205,167,178,858
26,32,108,109,89,82,446
33,47,99,111,89,79,458
46,67,160,166,155,161,755
41,64,169,190,173,183,820
53,65,175,188,170,176,827
28,29,90,87,78,79,391
9,15,36,47,47,39,193
24,32,105,117,107,92,477
22,35,79,79,78,97,390
39,57,117,116,109,123,561
26,42,96,101,102,90,457
44,73,76,69,54,38,354
47,59,144,151,133,129,663
52,66,157,155,130,127,687
34,32,78,81,66,82,373
50,65,161,175,150,155,756
53,70,77,79,59,55,393
54,84,95,89,66,57,445
51,86,93,92,74,59,455
47,61,155,153,143,144,703
18,28,64,50,54,59,273
23,30,99,102,84,95,433
12,29,84,82,77,79,363
40,55,130,140,126,124,615
33,42,126,117,100,111,529
49,68,158,157,127,136,695
46,61,183,198,188,196,872
26,35,88,96,75,80,400
6,14,16,18,17,23,94
5,8,18,18,20,23,92
32,39,111,108,97,94,481
47,69,176,169,166,171,798
28,36,109,106,94,96,469
50,69,187,184,150,170,810
23,37,107,111,86,92,456
25,27,93,103,84,83,415
36,53,152,170,139,147,697
15,23,53,53,37,42,223
26,40,33,29,23,30,181
18,29,31,33,25,26,162
32,36,91,101,97,99,456
38,44,51,52,39,29,253
42,54,155,165,142,151,709
24,25,84,85,60,67,345
20,28,35,33,28,33,177
24,32,105,118,107,92,478
53,83,104,107,69,66,482
21,25,73,81,66,66,332
26,49,92,98,92,105,462
21,28,71,87,82,89,378
50,72,178,188,168,161,817
18,22,55,55,57,62,269
20,34,36,38,29,31,188
16,28,30,23,17,22,136
13,22,61,59,53,45,253
39,53,130,138,114,129,603
46,64,178,186,162,186,822
49,56,148,157,139,142,691
31,40,102,116,95,89,473
43,65,170,182,166,182,808
40,64,77,72,45,33,331
14,20,16,18,19,28,115
49,90,90,84,66,54,433
50,83,100,96,70,49,448
34,56,135,145,126,139,635
27,31,93,97,80,76,404
38,64,141,149,137,133,662
44,66,173,184,152,162,781
18,32,72,75,63,76,336
25,35,28,36,33,28,185
11,17,42,34,48,55,207
44,64,141,163,145,145,702
29,36,87,83,60,61,356
19,33,34,35,30,33,184
22,34,26,28,26,24,160
19,27,67,56,54,50,273
15,26,29,33,25,23,151
32,44,105,99,69,82,431
29,38,94,102,87,92,442
18,25,80,84,61,52,320
49,67,172,187,166,164,805
24,32,101,110,93,88,448
42,62,150,147,128,141,670
37,58,64,73,55,48,335
33,35,106,107,95,92,468
15,21,68,71,62,56,293
35,39,99,86,90,101,450
